ID,matched_score
1,0.7616478107194525
2,0.7165225124729478
3,0.5445139663076752
4,0.47143454292521747
5,0.6907579611292337
6,0.7028542276267927
7,0.6727036339550271
8,0.7539196453493562
9,0.6681781939884402
10,0.729641624569528
11,0.6676925877617567
12,0.8684950400011487
13,0.5479788089867959
14,0.38464993840955825
15,0.3827715122393304
16,0.7520121471664551
17,0.6559348989933002
18,0.7112019464201923
19,0.699980043721706
20,0.8318906382968776
21,0.6694986176206299
22,0.5979141811102406
23,0.5625798798563535
24,0.6667612733170344
25,0.8377666068915385
26,0.7458452229255793
27,0.5283893272140165
28,0.6281660570662045
29,0.45157264980781553
30,0.7859784309327195
31,0.6410369380046483
32,0.5736839259019413
33,0.8452984529623003
34,0.5468737695939642
35,0.7967443828465384
36,0.7430531784787275
37,0.8319753261662318
38,0.5554822377251791
39,0.6167371443489378
40,0.7950522276991063
41,0.72185704369487
42,0.7878698656951448
43,0.8377156786572048
44,0.4587975944510987
45,0.7023026114220065
46,0.8412104000588119
47,0.6314591065197687
48,0.7039595398794369
49,0.4864952364811405
50,0.5192955781961357
51,0.7890575528431737
52,0.7543870020708504
53,0.686584782212254
54,0.8392926604822917
55,0.727091774709952
56,0.4874447412387523
57,0.8130771640431909
58,0.6212051756164497
59,0.4888886847589458
60,0.4799336958589317
61,0.7464316544162084
62,0.8156249878890995
63,0.8168518044189929
64,0.40483890993987665
65,0.6314079771293032
66,0.7057551022315597
67,0.7103816164027188
68,0.7183997266928801
69,0.813792221613057
70,0.7937820146921711
71,0.7082142050894453
72,0.6343869736426097
73,0.6125363032849624
74,0.7336649868650336
75,0.6979981160669636
76,0.6119426723571997
77,0.44121732773247346
78,0.6177246028268988
79,0.8328742434793577
80,0.4021721384834593
81,0.6522883880327073
82,0.6074431098440227
83,0.7160234219397013
84,0.4930392157334648
85,0.4045241508082143
86,0.5822216646963722
87,0.6039547773409955
88,0.540085530384172
89,0.7502734296569992
90,0.7212681981670447
91,0.7403651482339109
92,0.5413955302446236
93,0.611832989951645
94,0.4852251980077983
95,0.5672494153409724
96,0.7398559349548702
97,0.767154605048869
98,0.6114957015326367
99,0.6837904086743076
100,0.6812508112428644
101,0.7072618715839353
102,0.3904737893778475
103,0.7534985570653288
104,0.498929834006673
105,0.8125957230606519
106,0.36491422996795236
107,0.6571922696980278
108,0.7649791182087721
109,0.6833120775171637
110,0.5648622254192824
111,0.6673048840161558
112,0.6881159852986493
113,0.7085754475931564
114,0.7477310524165837
115,0.5708526211681806
116,0.8192896252240356
117,0.6631660971564319
118,0.8407490190924435
119,0.8707473921285005
120,0.7809555418075488
121,0.491423911780536
122,0.6959187261465828
123,0.7988305655759537
124,0.8111644303077676
125,0.7516429911173028
126,0.7702208471601797
127,0.6052944519849344
128,0.35253635509139103
129,0.5277432181630282
130,0.5500401316721446
131,0.652706107835511
132,0.6128689983917818
133,0.5782322961078777
134,0.7000445923242994
135,0.8277006259042547
136,0.42962555169565025
137,0.762620926872345
138,0.6700211017832287
139,0.7249233420784598
140,0.6128983931257747
