ID,matched_score
1,0.7656065016030995
2,0.7061856268116847
3,0.5309044949533639
4,0.43361415641574474
5,0.6954857569338967
6,0.7149119266065059
7,0.6594869594869572
8,0.7497472468760349
9,0.661887725808413
10,0.7375701804095967
11,0.6945549372333409
12,0.858421619269569
13,0.54387042341895
14,0.3389915320469159
15,0.3773411190073758
16,0.7563284847660964
17,0.6755113394266742
18,0.7068380509923166
19,0.7038767032694799
20,0.8490518419319506
21,0.6680703238500046
22,0.5876220022099846
23,0.5616350465430107
24,0.6580471913246067
25,0.844108399752227
26,0.7637499191046655
27,0.5374742463291896
28,0.6293111689348669
29,0.444826742464571
30,0.7880008049152507
31,0.6300098227292299
32,0.6026719662217059
33,0.8583506940277755
34,0.5401347586299378
35,0.7977992171661564
36,0.7529223278576311
37,0.8260917076824489
38,0.5602818767284345
39,0.6259061946282404
40,0.7843239534658479
41,0.7418057470259534
42,0.7904348544120037
43,0.832941603007447
44,0.4438274740005509
45,0.708234611776114
46,0.8419784771659864
47,0.6469655119690072
48,0.7103892256541378
49,0.4753308556543623
50,0.5289663420793975
51,0.8064954396727426
52,0.7648168440309837
53,0.6809859770828772
54,0.8287658214221163
55,0.7142520536405712
56,0.5091341588339876
57,0.8320997870009995
58,0.5891950023880255
59,0.5112594171134398
60,0.4627956476550015
61,0.7525737746922168
62,0.8025859944320775
63,0.8140048691292391
64,0.3771212971719453
65,0.6520977646489965
66,0.6927690430554881
67,0.7097007723864704
68,0.7318193131486584
69,0.8031209843336953
70,0.7636182839803922
71,0.705058011699963
72,0.6592854847895436
73,0.6058221085265797
74,0.744191555993056
75,0.706979066383534
76,0.5972336721523022
77,0.43966875873133404
78,0.5894529893168434
79,0.845014082953725
80,0.38409726210825496
81,0.6625122625917276
82,0.5902145922702812
83,0.7173608935056625
84,0.4945122435872331
85,0.4098771051808379
86,0.6042583474608647
87,0.6056694437919099
88,0.5747314811190103
89,0.7570036753129963
90,0.7248679942485841
91,0.7380537242802475
92,0.5326997962795444
93,0.6049600515902425
94,0.4865632116682508
95,0.5529449712081123
96,0.7464185786899473
97,0.777469160442605
98,0.6215391245382375
99,0.681651669320703
100,0.6743474601700427
101,0.7128132615615754
102,0.38466585494313776
103,0.7452832625140251
104,0.48548365226115753
105,0.8029503102870377
106,0.3670016296375484
107,0.658217026921593
108,0.7609137448362795
109,0.6801683681605203
110,0.5512264949359847
111,0.6587188841288005
112,0.668919820317903
113,0.7058697005993951
114,0.7448121138021255
115,0.5597545815807234
116,0.8305228360169845
117,0.6810843290348557
118,0.8340054983781288
119,0.8433471387182203
120,0.7635151105245761
121,0.4988047963433897
122,0.6957661250774838
123,0.7831282065279744
124,0.8291118253019155
125,0.761413726508076
126,0.7743667650957216
127,0.620856288631515
128,0.36287267047530314
129,0.564221981828815
130,0.5276523796427313
131,0.6623417433235568
132,0.6053070532421805
133,0.5867100530619678
134,0.694459466311639
135,0.832968850823986
136,0.4234776540376219
137,0.7768884752136327
138,0.6451769765942137
139,0.7252557518199001
140,0.615090280017234
141,0.3116759404862478
142,0.683385109029486
143,0.6880765779235378
144,0.7758772547305678
145,0.7969361934882745
146,0.692185677822989
147,0.7007276410112973
148,0.6058171786683079
149,0.4808038827876493
150,0.7252282244016668
151,0.6138194206843347
152,0.8301706606200828
153,0.6661376116634723
154,0.5914789015473028
155,0.6097739633735887
156,0.7829335504217865
157,0.4377423691012129
158,0.5343831415016103
159,0.7533403406380215
160,0.4464402111214657
161,0.8783435840079712
162,0.6213250760734718
163,0.7849673249493232
164,0.43677978834474185
165,0.6791479090926773
166,0.39498721251274255
167,0.4164627875321231
168,0.7653264501055306
169,0.8311856620677658
170,0.683725041621772
171,0.7738796122582786
172,0.824239214087856
173,0.8516237514500788
174,0.5762186999282475
175,0.6428759143738205
176,0.7226233777083035
177,0.7394971476880363
178,0.5757501899494073
179,0.7955777214680763
180,0.702132245572455
181,0.8671718982122048
182,0.8009729410647531
183,0.3385193603253774
184,0.5748522823217812
185,0.6299603991110174
186,0.68965852213859
187,0.7001806188385822
188,0.7277838746722576
189,0.7742313369802862
190,0.8225025724564081
191,0.7939792020342916
192,0.8114418317817984
193,0.6409814858631351
194,0.42132767066740134
195,0.8622205965452618
196,0.721209679133584
197,0.6139702341712268
198,0.8717357592416943
199,0.8314079085714198
200,0.5765596860217974
201,0.7698000911553711
202,0.7043895834259947
203,0.8242345895755829
204,0.8668597500877914
205,0.8332238472270511
206,0.7303286972615799
207,0.7146985401360153
208,0.5152709524589345
209,0.6357622172987571
210,0.352726249410938
211,0.7820674825126436
212,0.38753864556860534
213,0.7815544333586959
214,0.8539287677144709
215,0.6308229854139087
216,0.7140358582932429
217,0.42845323931451545
218,0.6271887702693185
219,0.7241722088329063
220,0.6746475075872036
221,0.6681439307811105
222,0.5297186929504197
223,0.6770098019670762
224,0.5490734223492115
225,0.8604555364480866
226,0.70110324876314
227,0.7411559990541793
228,0.6685642212389392
229,0.7742878591310979
230,0.7904924297293887
231,0.5759731256336615
232,0.5320019341176301
